lat,long,time,price
43.668,-79.418,-1,-1
43.668,-79.417,-1,-1
43.668,-79.416,-1,-1
43.668,-79.415,-1,-1
43.668,-79.414,-1,-1
43.668,-79.413,-1,-1
43.668,-79.412,-1,-1
43.668,-79.411,-1,-1
43.668,-79.410,-1,-1
43.668,-79.409,-1,-1
43.668,-79.408,-1,-1
43.668,-79.407,-1,-1
43.668,-79.406,-1,-1
43.668,-79.405,-1,-1
43.668,-79.404,-1,-1
43.668,-79.403,-1,-1
43.668,-79.402,-1,-1
43.668,-79.401,-1,-1
43.668,-79.400,-1,-1
43.668,-79.399,-1,-1
43.668,-79.398,-1,-1
43.668,-79.397,-1,-1
43.668,-79.396,-1,-1
43.668,-79.395,-1,-1
43.668,-79.394,-1,-1
43.668,-79.393,-1,-1
43.668,-79.392,-1,-1
43.668,-79.391,-1,-1
43.668,-79.390,-1,-1
43.668,-79.389,-1,-1
43.668,-79.388,-1,-1
43.668,-79.387,-1,-1
43.668,-79.386,-1,-1
43.668,-79.385,-1,-1
43.668,-79.384,-1,-1
43.668,-79.383,-1,-1
43.668,-79.382,-1,-1
43.668,-79.381,-1,-1
43.668,-79.380,-1,-1
43.668,-79.379,-1,-1
43.668,-79.378,-1,-1
43.668,-79.377,-1,-1
43.668,-79.376,-1,-1
43.668,-79.375,-1,-1
43.668,-79.374,-1,-1
43.668,-79.373,-1,-1
43.668,-79.372,-1,-1
43.668,-79.371,-1,-1
43.668,-79.370,-1,-1
43.668,-79.369,-1,-1
43.668,-79.368,-1,-1
43.668,-79.367,-1,-1
43.668,-79.366,-1,-1
43.668,-79.365,-1,-1
43.668,-79.364,-1,-1
43.668,-79.363,-1,-1
43.668,-79.362,-1,-1
43.668,-79.361,-1,-1
43.668,-79.360,-1,-1
